Year;Month;Day;Time;MJD;Mass_X;Mass_Y;Mass_Z;Motion_X;Motion_Y;Motion_Z
2021;03;13;12:00:00;59286.500;-5.298773778017669e-08;2.246535544353400e-07;1.725830723245058e-09;-8.496294032475920e-11;-7.048327081545830e-11;5.867387427592120e-13
2021;03;14;12:00:00;59287.500;-5.211195303216171e-08;2.264400920343400e-07;1.735596338419458e-09;-8.560163371584820e-11;-7.126749246648340e-11;5.919453104561030e-13
2021;03;15;12:00:00;59288.500;-5.219084256901670e-08;2.268548238344899e-07;1.743344924637257e-09;-8.596275309616670e-11;-7.200764804730770e-11;5.969619459315050e-13
2021;03;16;12:00:00;59289.500;-5.274962665187570e-08;2.269544743465899e-07;1.756394321528558e-09;-8.624369289931160e-11;-7.267891109455690e-11;6.017522041174760e-13
2021;03;17;12:00:00;59290.500;-5.274256462630470e-08;2.278019330457498e-07;1.779881033752557e-09;-8.645156960428880e-11;-7.331413555487189e-11;6.066609303071580e-13
2021;03;18;12:00:00;59291.500;-5.327261591666071e-08;2.298535538963600e-07;1.809373346434060e-09;-8.678569968958870e-11;-7.407819786531970e-11;6.114052228330220e-13
2021;03;19;12:00:00;59292.500;-5.314096420111970e-08;2.289253847990699e-07;1.829046716817260e-09;-8.725991183817880e-11;-7.491060571515330e-11;6.160245472986680e-13
2021;03;20;12:00:00;59293.500;-5.320995674588971e-08;2.264131945665800e-07;1.855018371759159e-09;-8.773582619461240e-11;-7.556972746302440e-11;6.203871110071540e-13
2021;03;21;12:00:00;59294.500;-5.454281756256470e-08;2.253929280881299e-07;1.880561134355057e-09;-8.852793120663890e-11;-7.622596157604600e-11;6.250875403142270e-13
2021;03;22;12:00:00;59295.500;-5.682057383514070e-08;2.265193657617798e-07;1.912678888565658e-09;-8.928324511003491e-11;-7.675068919649959e-11;6.293344050608330e-13
2021;03;23;12:00:00;59296.500;-5.752005534907569e-08;2.269503563367699e-07;1.934760552684760e-09;-8.986879840311010e-11;-7.690992152073380e-11;6.333945628691320e-13
2021;03;24;12:00:00;59297.500;-5.670307845085570e-08;2.293639358698400e-07;1.957670565918959e-09;-9.038867852460029e-11;-7.692307924210180e-11;6.373572454648120e-13
2021;03;25;12:00:00;59298.500;-5.441820970861169e-08;2.303701537302500e-07;1.979927554288158e-09;-9.091588923804280e-11;-7.710487663730740e-11;6.409342643416960e-13
